Customer ID,Frequency,Monetary,Avg_Order_Value,Total_Returns
244,7,15342,2191.714285714286,2
245,3,7939,2646.3333333333335,2
246,3,11308,3769.3333333333335,1
247,5,8715,1743.0,3
248,6,24306,4051.0,2
249,1,2240,2240.0,0
250,7,22091,3155.8571428571427,2
251,8,24661,3082.625,5
252,5,10043,2008.6,1
253,8,23104,2888.0,6
254,4,12119,3029.75,1
255,5,12999,2599.8,2
256,3,7389,2463.0,2
257,4,12211,3052.75,1
258,6,17437,2906.1666666666665,1
259,4,17652,4413.0,2
260,6,12523,2087.1666666666665,3
261,8,20949,2618.625,1
262,8,22365,2795.625,3
263,8,20142,2517.75,2
264,10,33074,3307.4,1
265,5,18780,3756.0,4
266,7,10856,1550.857142857143,5
267,5,16595,3319.0,2
268,3,5628,1876.0,2
269,7,21577,3082.4285714285716,1
270,6,17030,2838.3333333333335,2
271,5,19721,3944.2,2
272,3,8898,2966.0,1
273,6,16602,2767.0,2
274,6,17449,2908.1666666666665,2
275,3,5288,1762.6666666666667,0
276,5,9196,1839.2,2
277,7,15709,2244.1428571428573,2
278,10,31691,3169.1,4
279,4,5772,1443.0,2
280,5,6532,1306.4,2
281,2,6795,3397.5,0
282,8,26379,3297.375,5
283,6,21425,3570.8333333333335,2
284,3,7773,2591.0,1
285,9,28106,3122.8888888888887,1
286,2,7637,3818.5,2
287,1,2295,2295.0,0
288,5,16691,3338.2,3
289,6,14827,2471.1666666666665,1
290,4,10409,2602.25,2
291,4,12458,3114.5,2
292,4,5470,1367.5,3
293,5,13042,2608.4,2
294,3,10651,3550.3333333333335,1
295,2,2904,1452.0,1
296,6,16269,2711.5,2
297,11,27103,2463.909090909091,4
298,5,10434,2086.8,2
299,5,17284,3456.8,4
300,6,11344,1890.6666666666667,3
301,3,9117,3039.0,2
302,7,19850,2835.714285714286,3
303,4,14014,3503.5,1
304,7,16462,2351.714285714286,4
305,5,12211,2442.2,2
306,4,11545,2886.25,1
307,1,4972,4972.0,1
308,3,9405,3135.0,0
309,3,7314,2438.0,0
310,3,13092,4364.0,2
311,7,15544,2220.5714285714284,2
312,3,6864,2288.0,1
313,9,27974,3108.222222222222,3
314,4,9955,2488.75,1
315,11,32676,2970.5454545454545,4
316,3,2748,916.0,1
317,3,14315,4771.666666666667,2
318,9,25467,2829.6666666666665,7
319,5,16758,3351.6,0
320,5,12356,2471.2,2
321,4,8310,2077.5,0
322,5,16585,3317.0,2
323,3,7726,2575.3333333333335,1
324,5,13370,2674.0,1
325,8,23078,2884.75,4
326,5,13314,2662.8,3
327,6,18548,3091.3333333333335,3
328,6,9666,1611.0,3
329,8,28031,3503.875,5
330,9,26298,2922.0,6
331,5,14475,2895.0,1
332,6,16503,2750.5,3
333,4,11409,2852.25,0
334,5,9034,1806.8,3
335,6,20173,3362.1666666666665,3
336,2,5454,2727.0,1
337,4,11645,2911.25,0
338,4,8926,2231.5,3
339,5,16131,3226.2,1
340,10,33669,3366.9,5
341,5,7945,1589.0,3
342,10,28585,2858.5,3
343,5,11403,2280.6,1
344,7,17832,2547.4285714285716,3
345,7,13967,1995.2857142857142,1
346,5,14283,2856.6,2
347,6,17563,2927.1666666666665,0
348,9,25727,2858.5555555555557,2
349,4,13096,3274.0,3
350,5,16661,3332.2,2
351,8,17230,2153.75,5
352,3,6959,2319.6666666666665,0
353,7,19498,2785.4285714285716,4
354,4,16174,4043.5,1
355,3,7767,2589.0,1
356,4,11498,2874.5,0
357,6,22995,3832.5,1
358,4,13566,3391.5,0
359,5,16589,3317.8,1
360,5,10562,2112.4,4
361,3,6893,2297.6666666666665,2
362,1,4964,4964.0,0
363,5,14543,2908.6,3
364,6,14827,2471.1666666666665,2
365,3,7992,2664.0,3
366,2,3288,1644.0,0
367,3,8455,2818.3333333333335,2
368,2,2052,1026.0,0
369,4,12817,3204.25,3
370,6,14914,2485.6666666666665,3
371,5,10024,2004.8,1
372,5,14200,2840.0,2
373,2,7553,3776.5,0
374,7,25461,3637.285714285714,2
375,4,12176,3044.0,0
376,7,24007,3429.5714285714284,4
377,6,15264,2544.0,2
378,3,10739,3579.6666666666665,1
379,3,13401,4467.0,1
380,4,12376,3094.0,1
381,4,10658,2664.5,3
382,3,6765,2255.0,1
383,4,10593,2648.25,1
384,6,14018,2336.3333333333335,3
385,6,16038,2673.0,3
386,5,11103,2220.6,1
387,3,6514,2171.3333333333335,3
388,4,15756,3939.0,0
389,5,11814,2362.8,1
390,3,13721,4573.666666666667,3
391,5,12602,2520.4,1
392,4,10354,2588.5,1
393,5,11362,2272.4,2
394,5,13415,2683.0,0
395,2,4099,2049.5,1
396,5,23468,4693.6,4
397,6,9519,1586.5,4
398,6,17712,2952.0,2
399,4,13606,3401.5,1
400,8,26338,3292.25,6
401,8,13078,1634.75,4
402,9,24017,2668.5555555555557,2
403,6,25165,4194.166666666667,1
404,7,16247,2321.0,4
405,2,4577,2288.5,1
406,8,16833,2104.125,3
407,2,2780,1390.0,1
408,4,17312,4328.0,3
409,9,25320,2813.3333333333335,4
410,1,403,403.0,0
411,8,20561,2570.125,5
412,7,17208,2458.285714285714,0
413,3,8600,2866.6666666666665,1
414,2,7889,3944.5,1
415,2,1945,972.5,0
416,3,9715,3238.3333333333335,1
417,4,8980,2245.0,2
418,4,12685,3171.25,2
419,5,10255,2051.0,2
420,5,16320,3264.0,1
421,6,15303,2550.5,4
422,5,11972,2394.4,3
423,3,10081,3360.3333333333335,2
424,5,14366,2873.2,2
425,5,12512,2502.4,2
426,4,10239,2559.75,1
427,5,14494,2898.8,2
428,7,16117,2302.4285714285716,1
429,4,5807,1451.75,1
430,3,6081,2027.0,1
431,5,14957,2991.4,2
432,8,26191,3273.875,3
433,2,1998,999.0,2
434,7,13228,1889.7142857142858,3
435,7,16171,2310.1428571428573,2
436,3,6221,2073.6666666666665,2
437,3,8776,2925.3333333333335,2
438,4,10803,2700.75,2
439,3,4115,1371.6666666666667,0
440,5,15615,3123.0,1
441,5,9936,1987.2,1
442,3,12032,4010.6666666666665,0
443,5,17189,3437.8,2
444,6,10788,1798.0,3
445,5,9444,1888.8,1
446,7,24805,3543.5714285714284,5
447,2,3811,1905.5,0
448,3,7644,2548.0,2
449,5,10076,2015.2,3
450,8,23219,2902.375,3
451,6,13573,2262.1666666666665,3
452,7,20587,2941.0,5
453,4,10823,2705.75,2
454,5,17685,3537.0,1
455,4,15020,3755.0,2
456,2,9083,4541.5,0
457,5,16123,3224.6,1
458,3,6910,2303.3333333333335,2
459,4,15600,3900.0,1
460,8,27338,3417.25,4
461,3,12787,4262.333333333333,1
462,7,23295,3327.8571428571427,2
463,4,12341,3085.25,1
464,4,11431,2857.75,2
465,3,9020,3006.6666666666665,2
466,3,8184,2728.0,2
467,5,20572,4114.4,3
468,5,13542,2708.4,1
469,6,19161,3193.5,3
470,4,16199,4049.75,0
471,7,18896,2699.4285714285716,3
472,5,13059,2611.8,4
473,6,8736,1456.0,3
474,6,19227,3204.5,4
475,2,5688,2844.0,1
476,2,8451,4225.5,1
477,2,7924,3962.0,1
478,4,14545,3636.25,3
479,3,6495,2165.0,1
480,3,8069,2689.6666666666665,2
481,5,14978,2995.6,0
482,6,13719,2286.5,1
483,8,17229,2153.625,3
484,7,18909,2701.285714285714,3
485,8,28080,3510.0,3
486,10,19650,1965.0,4
487,2,2939,1469.5,2
488,8,24331,3041.375,2
489,8,12838,1604.75,3
490,4,13731,3432.75,1
491,4,9545,2386.25,1
492,8,25356,3169.5,3
493,8,16629,2078.625,1
494,2,2492,1246.0,1
495,4,9602,2400.5,1
496,4,5841,1460.25,1
497,9,23974,2663.777777777778,2
498,3,8942,2980.6666666666665,2
499,8,19534,2441.75,4
500,5,12219,2443.8,2
501,3,8163,2721.0,1
502,4,9516,2379.0,0
503,7,20118,2874.0,4
504,5,13779,2755.8,3
505,10,22835,2283.5,1
506,5,8562,1712.4,2
507,5,15061,3012.2,3
508,4,13208,3302.0,1
509,3,6070,2023.3333333333333,1
510,7,24241,3463.0,4
511,5,11152,2230.4,2
512,1,3132,3132.0,0
513,5,16829,3365.8,2
514,3,4187,1395.6666666666667,3
515,3,9660,3220.0,0
516,6,17779,2963.1666666666665,3
517,4,6503,1625.75,1
518,7,10743,1534.7142857142858,3
519,4,11017,2754.25,1
520,4,5842,1460.5,0
521,5,10191,2038.2,2
522,5,13158,2631.6,2
523,5,16482,3296.4,3
524,7,16168,2309.714285714286,5
525,5,12543,2508.6,3
526,8,22053,2756.625,2
527,6,18623,3103.8333333333335,1
528,4,10830,2707.5,1
529,5,14466,2893.2,1
530,9,24520,2724.4444444444443,2
531,3,10680,3560.0,2
532,5,17553,3510.6,2
533,8,22594,2824.25,1
534,8,21665,2708.125,4
535,3,10956,3652.0,1
536,6,20509,3418.1666666666665,5
537,2,3755,1877.5,1
538,7,11298,1614.0,2
539,13,46390,3568.4615384615386,3
540,5,14149,2829.8,4
541,3,4166,1388.6666666666667,3
542,6,17431,2905.1666666666665,2
543,4,7620,1905.0,2
544,3,9522,3174.0,1
545,5,14128,2825.6,3
546,5,13422,2684.4,1
547,6,17435,2905.8333333333335,2
548,8,29989,3748.625,4
549,4,15527,3881.75,1
550,3,6211,2070.3333333333335,1
551,6,13985,2330.8333333333335,4
552,1,4500,4500.0,0
553,3,7656,2552.0,0
554,4,14303,3575.75,2
555,10,33993,3399.3,6
556,2,4583,2291.5,0
557,5,16712,3342.4,1
558,3,10039,3346.3333333333335,0
559,5,7972,1594.4,2
560,4,9581,2395.25,2
561,7,19931,2847.285714285714,3
562,2,5520,2760.0,1
563,7,13867,1981.0,2
564,2,7230,3615.0,2
565,7,10573,1510.4285714285713,2
566,4,11924,2981.0,2
567,6,15700,2616.6666666666665,4
568,6,20210,3368.3333333333335,1
569,4,13105,3276.25,3
570,4,8792,2198.0,3
571,1,1432,1432.0,0
572,8,15942,1992.75,3
573,8,24458,3057.25,4
574,5,16821,3364.2,3
575,6,17550,2925.0,3
576,3,8962,2987.3333333333335,1
577,6,16413,2735.5,0
578,5,16873,3374.6,0
579,10,32023,3202.3,3
580,8,25102,3137.75,4
581,4,11882,2970.5,1
582,5,14676,2935.2,0
583,4,9991,2497.75,4
585,3,8786,2928.6666666666665,2
586,5,16816,3363.2,1
587,6,19135,3189.1666666666665,2
588,3,3679,1226.3333333333333,2
589,7,24219,3459.8571428571427,3
590,4,11354,2838.5,2
591,3,8254,2751.3333333333335,0
592,4,3659,914.75,1
593,4,9354,2338.5,2
594,10,28316,2831.6,6
595,5,14700,2940.0,2
596,3,9196,3065.3333333333335,1
597,3,10390,3463.3333333333335,0
598,9,28069,3118.777777777778,5
599,5,11040,2208.0,4
600,5,11578,2315.6,3
601,5,16488,3297.6,3
602,5,14412,2882.4,1
603,4,5606,1401.5,2
604,2,6626,3313.0,1
605,3,8599,2866.3333333333335,1
606,5,14211,2842.2,2
607,5,14653,2930.6,0
608,5,15883,3176.6,1
609,7,16586,2369.4285714285716,4
610,1,5102,5102.0,1
611,2,7763,3881.5,1
612,2,5980,2990.0,1
614,4,8100,2025.0,2
615,8,17974,2246.75,5
616,4,13949,3487.25,2
617,2,6735,3367.5,1
618,9,23062,2562.4444444444443,4
619,4,13440,3360.0,2
620,2,5373,2686.5,0
621,3,7307,2435.6666666666665,1
622,2,9305,4652.5,1
623,3,8674,2891.3333333333335,1
624,3,10873,3624.3333333333335,1
625,9,26445,2938.3333333333335,5
626,2,4772,2386.0,1
627,4,13431,3357.75,3
628,4,10562,2640.5,2
629,2,2350,1175.0,0
630,10,29948,2994.8,3
631,5,14142,2828.4,4
632,5,18397,3679.4,2
633,6,10764,1794.0,3
634,9,21618,2402.0,2
635,5,11466,2293.2,3
636,3,12144,4048.0,1
637,6,14961,2493.5,4
638,3,10118,3372.6666666666665,1
639,2,3796,1898.0,1
640,9,25145,2793.8888888888887,5
641,6,15956,2659.3333333333335,3
642,4,10072,2518.0,1
643,4,9148,2287.0,1
644,8,21758,2719.75,4
645,6,13953,2325.5,3
646,3,8708,2902.6666666666665,1
647,1,666,666.0,1
648,5,7955,1591.0,1
649,5,7572,1514.4,3
650,7,14298,2042.5714285714287,3
651,10,19678,1967.8,2
652,5,8663,1732.6,2
653,2,5088,2544.0,1
654,3,4878,1626.0,1
655,8,22047,2755.875,8
656,6,8959,1493.1666666666667,4
658,3,9150,3050.0,0
659,5,12330,2466.0,2
660,6,16901,2816.8333333333335,0
661,3,8857,2952.3333333333335,2
662,4,7105,1776.25,1
663,10,27752,2775.2,5
664,6,16770,2795.0,1
665,5,15452,3090.4,1
666,4,15183,3795.75,0
667,3,3840,1280.0,0
668,10,17767,1776.7,4
669,9,27056,3006.222222222222,5
670,3,9493,3164.3333333333335,0
671,7,21590,3084.285714285714,3
672,4,9472,2368.0,1
673,1,755,755.0,0
674,7,20644,2949.1428571428573,1
675,3,9873,3291.0,1
676,5,13475,2695.0,3
677,6,19405,3234.1666666666665,4
678,8,20818,2602.25,5
679,5,19004,3800.8,4
680,3,5784,1928.0,1
681,2,7582,3791.0,0
682,7,18485,2640.714285714286,5
683,6,19152,3192.0,3
684,6,14074,2345.6666666666665,3
685,3,3701,1233.6666666666667,1
686,2,7822,3911.0,1
687,2,8395,4197.5,0
688,1,2075,2075.0,0
689,4,12463,3115.75,2
690,3,12773,4257.666666666667,1
691,3,7219,2406.3333333333335,2
692,5,16707,3341.4,1
693,3,2678,892.6666666666666,0
694,4,10571,2642.75,2
695,4,14347,3586.75,2
696,1,797,797.0,1
697,6,19096,3182.6666666666665,3
698,6,12673,2112.1666666666665,2
699,7,15301,2185.8571428571427,4
700,3,11085,3695.0,1
701,2,6339,3169.5,0
702,5,16995,3399.0,2
703,2,6359,3179.5,0
704,4,15097,3774.25,1
705,7,14241,2034.4285714285713,4
706,4,8218,2054.5,1
707,5,19611,3922.2,3
708,6,14792,2465.3333333333335,2
709,5,11335,2267.0,2
710,7,20976,2996.5714285714284,3
711,7,14232,2033.142857142857,5
712,6,20667,3444.5,1
713,3,5349,1783.0,0
714,7,19127,2732.4285714285716,2
715,6,15745,2624.1666666666665,4
716,1,3919,3919.0,0
717,4,12541,3135.25,3
718,3,8973,2991.0,3
719,5,12055,2411.0,3
720,6,19166,3194.3333333333335,3
721,3,6741,2247.0,1
722,8,22479,2809.875,2
723,8,20785,2598.125,4
724,3,3411,1137.0,1
725,4,8367,2091.75,2
726,4,11790,2947.5,2
727,3,10470,3490.0,1
728,4,8378,2094.5,2
729,5,9351,1870.2,1
730,12,30587,2548.9166666666665,6
731,3,11453,3817.6666666666665,1
732,7,25122,3588.8571428571427,2
733,5,8516,1703.2,1
734,7,14355,2050.714285714286,0
735,5,11920,2384.0,1
736,5,14728,2945.6,3
737,5,8717,1743.4,2
738,3,3231,1077.0,0
739,5,10327,2065.4,4
740,9,22729,2525.4444444444443,1
741,3,4816,1605.3333333333333,1
742,5,16904,3380.8,2
743,10,31135,3113.5,4
744,4,13251,3312.75,4
745,3,6311,2103.6666666666665,1
746,5,14686,2937.2,2
747,5,17784,3556.8,2
748,5,11562,2312.4,1
749,7,19108,2729.714285714286,3
750,2,1430,715.0,1
751,4,13401,3350.25,1
752,5,16813,3362.6,1
753,4,10911,2727.75,1
754,5,11564,2312.8,4
755,4,9980,2495.0,4
756,4,9744,2436.0,2
757,2,6245,3122.5,1
758,4,13941,3485.25,3
759,1,4606,4606.0,0
760,2,6255,3127.5,0
761,9,25486,2831.777777777778,3
762,8,15136,1892.0,5
763,4,14824,3706.0,2
764,6,15023,2503.8333333333335,2
765,4,15941,3985.25,1
766,9,18084,2009.3333333333333,5
767,6,19659,3276.5,5
768,7,19093,2727.5714285714284,2
769,4,6926,1731.5,3
770,6,23148,3858.0,3
771,4,11461,2865.25,1
772,4,8370,2092.5,1
773,4,14077,3519.25,3
774,7,17867,2552.4285714285716,4
775,3,6056,2018.6666666666667,2
776,6,14734,2455.6666666666665,2
777,5,13422,2684.4,1
778,3,7649,2549.6666666666665,1
779,3,4305,1435.0,2
780,1,824,824.0,0
781,7,20679,2954.1428571428573,5
782,3,8034,2678.0,0
783,4,10563,2640.75,2
784,4,6602,1650.5,1
785,5,8623,1724.6,2
786,4,8269,2067.25,0
787,1,4602,4602.0,0
788,5,14855,2971.0,4
789,2,3167,1583.5,0
790,5,10760,2152.0,3
791,7,22858,3265.4285714285716,3
792,3,8068,2689.3333333333335,2
793,3,6414,2138.0,1
794,7,19827,2832.4285714285716,1
795,4,12227,3056.75,4
797,1,220,220.0,0
798,5,16152,3230.4,4
799,6,24039,4006.5,1
800,10,23458,2345.8,5
801,3,6888,2296.0,0
802,4,10892,2723.0,2
803,7,22704,3243.4285714285716,5
804,3,10176,3392.0,1
805,7,16909,2415.5714285714284,4
806,4,12000,3000.0,1
807,7,21627,3089.5714285714284,2
808,3,5617,1872.3333333333333,1
809,5,14823,2964.6,3
810,8,19661,2457.625,2
811,4,10832,2708.0,1
812,6,14573,2428.8333333333335,1
813,2,5634,2817.0,2
814,5,14913,2982.6,3
815,2,7898,3949.0,0
816,4,4578,1144.5,1
817,5,13551,2710.2,4
818,7,20475,2925.0,2
819,5,15655,3131.0,4
820,8,25363,3170.375,6
821,6,14570,2428.3333333333335,2
822,5,12874,2574.8,3
823,4,14322,3580.5,1
824,3,5160,1720.0,0
825,6,15042,2507.0,3
826,3,10464,3488.0,2
827,9,26106,2900.6666666666665,4
828,3,8760,2920.0,1
829,4,11523,2880.75,3
830,3,13238,4412.666666666667,0
831,4,11403,2850.75,2
833,5,15507,3101.4,1
834,3,5942,1980.6666666666667,2
835,5,16762,3352.4,1
836,8,22445,2805.625,3
837,2,4893,2446.5,1
838,5,8222,1644.4,1
839,8,22452,2806.5,4
840,7,18564,2652.0,5
841,4,12070,3017.5,1
842,13,43977,3382.846153846154,4
843,4,14861,3715.25,2
844,3,6702,2234.0,2
845,5,17917,3583.4,3
846,3,10650,3550.0,0
847,8,23557,2944.625,4
848,8,15680,1960.0,2
849,2,8636,4318.0,1
850,7,20948,2992.5714285714284,3
851,5,11393,2278.6,2
852,8,21593,2699.125,3
853,6,15308,2551.3333333333335,2
854,4,14681,3670.25,0
855,4,9116,2279.0,1
856,7,21008,3001.1428571428573,4
857,8,23400,2925.0,2
858,5,8831,1766.2,2
859,3,8029,2676.3333333333335,1
860,4,10283,2570.75,2
861,5,14327,2865.4,2
862,4,6770,1692.5,1
863,5,14443,2888.6,2
864,6,20705,3450.8333333333335,3
865,7,18384,2626.285714285714,2
866,3,9184,3061.3333333333335,2
867,2,3638,1819.0,1
868,4,7140,1785.0,0
869,3,11233,3744.3333333333335,1
870,3,3268,1089.3333333333333,1
871,9,18929,2103.222222222222,4
872,8,21693,2711.625,4
873,8,32250,4031.25,4
874,1,1911,1911.0,1
875,8,22107,2763.375,5
876,4,8202,2050.5,2
877,4,7897,1974.25,2
878,2,5883,2941.5,1
879,4,12676,3169.0,3
880,10,33394,3339.4,2
881,6,17891,2981.8333333333335,1
882,4,6431,1607.75,2
883,8,23173,2896.625,4
884,2,4738,2369.0,1
885,1,212,212.0,0
886,6,20093,3348.8333333333335,4
887,3,7814,2604.6666666666665,1
888,6,19624,3270.6666666666665,3
889,6,19347,3224.5,2
890,5,13796,2759.2,2
891,4,15139,3784.75,2
892,10,33440,3344.0,4
893,6,23539,3923.1666666666665,3
894,7,17317,2473.8571428571427,1
895,1,2876,2876.0,0
896,3,11136,3712.0,2
897,5,10489,2097.8,2
898,1,1893,1893.0,1
899,4,12889,3222.25,2
900,5,13353,2670.6,0
901,4,5228,1307.0,3
902,4,13037,3259.25,0
903,6,12120,2020.0,3
904,2,4716,2358.0,0
905,4,9288,2322.0,3
906,7,20725,2960.714285714286,2
907,5,14006,2801.2,2
908,9,26876,2986.222222222222,6
909,4,8926,2231.5,3
910,6,18459,3076.5,2
912,5,15634,3126.8,3
913,5,11743,2348.6,4
914,4,17823,4455.75,1
915,8,16988,2123.5,3
916,3,11737,3912.3333333333335,1
917,6,11133,1855.5,4
918,5,10801,2160.2,3
919,6,15653,2608.8333333333335,3
920,7,25006,3572.285714285714,2
921,8,17687,2210.875,3
922,7,17470,2495.714285714286,5
923,5,15405,3081.0,2
924,6,19204,3200.6666666666665,3
925,2,5774,2887.0,0
926,2,3789,1894.5,0
927,7,15731,2247.285714285714,4
928,5,10406,2081.2,3
929,5,11943,2388.6,1
930,5,12673,2534.6,3
